id,log_feature,volume
7440,FT 312,1
7440,FT 232,7
7441,FT 235,6
7441,FT 313,6
7442,FT 315,6
7442,FT 312,7
7442,FT 233,6
7442,FT 219,1
7442,FT 55,1
7443,FT 134,1
7443,FT 235,1
7444,FT 233,1
7444,FT 219,1
7445,FT 134,1
7445,FT 301,2
7446,FT 315,1
7446,FT 312,1
7447,FT 232,1
7447,FT 313,1
7447,FT 315,1
7447,FT 313,1
7448,FT 227,1
7448,FT 312,1
7448,FT 232,1
7448,FT 307,1
7449,FT 235,1
7450,FT 233,1
7450,FT 301,2
7451,FT 134,1
7451,FT 219,1
7452,FT 232,1
7452,FT 313,1
7453,FT 315,1
7453,FT 312,1
7453,FT 315,1
7453,FT 313,1
7454,FT 312,1
7454,FT 219,1
7454,FT 307,1
7454,FT 95,1
7454,FT 134,1
7454,FT 301,1
7455,FT 134,1
7456,FT 221,1
7456,FT 232,1
7457,FT 312,1
7457,FT 307,1
7457,FT 301,1
7457,FT 307,1
7458,FT 232,1
7458,FT 312,1
7459,FT 312,1
7459,FT 233,1
7460,FT 307,1
7460,FT 313,1
7460,FT 160,1
7460,FT 312,1
7460,FT 232,1
7460,FT 307,1
7461,FT 312,1
7462,FT 232,1
7462,FT 313,1
7462,FT 233,1
7463,FT 307,1
7463,FT 312,1
7463,FT 312,2
7463,FT 232,1
7464,FT 227,1
7465,FT 307,1
7465,FT 232,2
7466,FT 312,3
7466,FT 307,1
7466,FT 232,1
7466,FT 312,1
7467,FT 227,1
7467,FT 312,1
7467,FT 313,1
7467,FT 227,1
7468,FT 232,2
7468,FT 307,1
7468,FT 312,2
7469,FT 307,2
7469,FT 312,1
7469,FT 232,1
7469,FT 227,1
7470,FT 312,1
7470,FT 313,1
7470,FT 232,1
7471,FT 312,1
7471,FT 233,1
7472,FT 219,1
7472,FT 312,1
7473,FT 307,1
7474,FT 134,1
7474,FT 301,1
7475,FT 232,2
7475,FT 313,1
7475,FT 307,1
7476,FT 312,2
7476,FT 227,1
7476,FT 312,1
7476,FT 232,1
7477,FT 313,1
7477,FT 312,1
7477,FT 307,1
7477,FT 233,1
7477,FT 227,1
7477,FT 232,1
7478,FT 312,3
7478,FT 227,3
7478,FT 232,3
7478,FT 307,3
7479,FT 307,1
7479,FT 312,1
7479,FT 312,2
7480,FT 232,1
7481,FT 227,1
7481,FT 232,2
7482,FT 312,3
7482,FT 307,1
7482,FT 219,1
7482,FT 301,2
7482,FT 134,1
7482,FT 232,1
7483,FT 312,1
7483,FT 227,1
7483,FT 307,1
7483,FT 307,1
7483,FT 312,2
7483,FT 227,1
7484,FT 232,2
7484,FT 307,2
7484,FT 312,1
7484,FT 232,1
7485,FT 227,1
7485,FT 307,1
7485,FT 312,1
7485,FT 232,1
7486,FT 227,1
7486,FT 313,1
7486,FT 233,1
7486,FT 232,1
7486,FT 307,1
7487,FT 312,1
7487,FT 313,1
7488,FT 232,3
7488,FT 312,3
7488,FT 227,3
7488,FT 307,3
7488,FT 312,1
7488,FT 232,1
7488,FT 312,1
7488,FT 312,1
7489,FT 307,1
7489,FT 307,2
7490,FT 134,3
7491,FT 301,4
7491,FT 219,3
7491,FT 232,1
7491,FT 227,1
7492,FT 312,1
7492,FT 232,1
7492,FT 312,1
7492,FT 301,5
7493,FT 221,1
7493,FT 221,2
7493,FT 301,7
7494,FT 301,7
7494,FT 301,3
7495,FT 301,5
7495,FT 301,3
7495,FT 221,1
7496,FT 221,1
7496,FT 301,4
7496,FT 301,6
7496,FT 221,2
7496,FT 301,8
7497,FT 301,2
7497,FT 312,1
7497,FT 227,1
7497,FT 312,2
7497,FT 232,2
7498,FT 307,1
7498,FT 44,1
7499,FT 160,1
7499,FT 312,1
7499,FT 307,1
7499,FT 227,1
7500,FT 160,1
7500,FT 44,2
7501,FT 219,1
7501,FT 211,1
7501,FT 301,1
7501,FT 134,1
7502,FT 94,1
7502,FT 312,1
7502,FT 232,1
7502,FT 312,2
7502,FT 134,1
7503,FT 219,1
7503,FT 301,1
7503,FT 307,1
7503,FT 313,3
7504,FT 233,1
7504,FT 227,1
7505,FT 307,1
7505,FT 312,1
7506,FT 232,1
7507,FT 232,1
7507,FT 312,1
7508,FT 312,1
7508,FT 232,1
7508,FT 301,2
7508,FT 301,2
7508,FT 221,2
7508,FT 313,1
7509,FT 312,1
7509,FT 301,2
7509,FT 312,1
7509,FT 301,3
7510,FT 301,1
7510,FT 315,1
7511,FT 235,1
7511,FT 301,5
7512,FT 232,1
7512,FT 313,1
7512,FT 233,1
7512,FT 301,3
7513,FT 235,1
7513,FT 315,1
7513,FT 301,4
7513,FT 301,2
7513,FT 221,1
7513,FT 232,1
7514,FT 307,1
7514,FT 312,2
7515,FT 301,1
7515,FT 221,1
7516,FT 301,2
7516,FT 233,1
7516,FT 160,1
7516,FT 312,2
7516,FT 211,1
7516,FT 44,4
7517,FT 94,1
7517,FT 313,3
7517,FT 232,1
7517,FT 134,1
7517,FT 219,1
7517,FT 301,1
7518,FT 312,1
7518,FT 307,1
7519,FT 94,1
7519,FT 312,1
7519,FT 235,1
7520,FT 315,1
7520,FT 235,1
7521,FT 315,1
7521,FT 313,1
7521,FT 233,1
7521,FT 232,1
7522,FT 312,1
7522,FT 301,1
7523,FT 232,1
7523,FT 312,2
7524,FT 307,1
7525,FT 219,1
7525,FT 134,1
7525,FT 220,1
7525,FT 135,1
7526,FT 232,3
7526,FT 312,3
7527,FT 307,3
7527,FT 312,5
7528,FT 227,3
7528,FT 232,5
7528,FT 232,5
7529,FT 312,5
7530,FT 227,2
7530,FT 307,2
7531,FT 232,2
7531,FT 312,2
7532,FT 232,1
7532,FT 312,1
7533,FT 44,1
7533,FT 307,3
7533,FT 312,3
7533,FT 232,1
7533,FT 301,3
7533,FT 219,2
7533,FT 134,2
7534,FT 134,2
7534,FT 219,1
7535,FT 94,2
7536,FT 312,3
7536,FT 232,2
7536,FT 211,2
7537,FT 95,1
7537,FT 44,1
7537,FT 160,2
7537,FT 301,2
7538,FT 307,2
7538,FT 312,1
7538,FT 232,1
7539,FT 301,1
7539,FT 220,1
7540,FT 135,1
7540,FT 181,1
7541,FT 315,1
7541,FT 313,1
7542,FT 307,1
7542,FT 312,1
7543,FT 232,1
7543,FT 44,2
7544,FT 160,2
7544,FT 211,1
7544,FT 94,1
7544,FT 312,1
7545,FT 307,1
7545,FT 232,1
7546,FT 227,1
7546,FT 220,1
7546,FT 135,1
7546,FT 95,1
7546,FT 301,1
7546,FT 44,1
7546,FT 307,1
7546,FT 235,1
7547,FT 232,1
7547,FT 230,1
7547,FT 312,1
7547,FT 94,1
7548,FT 309,1
7548,FT 312,1
7549,FT 314,1
7549,FT 135,1
7550,FT 310,1
7550,FT 301,1
7550,FT 307,1
7551,FT 312,1
7551,FT 235,1
7552,FT 315,1
7552,FT 230,1
7553,FT 315,1
7553,FT 313,1
7553,FT 315,1
7553,FT 313,2
7554,FT 315,2
7554,FT 233,1
7554,FT 315,2
7554,FT 235,1
7554,FT 313,2
7554,FT 315,2
7555,FT 233,1
7555,FT 313,4
7556,FT 44,1
7556,FT 211,2
7556,FT 44,3
7556,FT 160,3
7557,FT 94,2
7557,FT 94,1
7558,FT 313,2
7558,FT 315,1
7558,FT 235,1
7558,FT 315,1
7559,FT 313,3
7559,FT 315,2
7560,FT 315,3
7560,FT 313,2
7561,FT 235,1
7561,FT 315,3
7562,FT 313,5
7563,FT 233,2
7563,FT 235,1
7563,FT 233,2
7563,FT 312,1
7563,FT 313,6
7563,FT 315,4
7563,FT 313,3
7563,FT 315,1
7563,FT 233,2
7563,FT 227,1
7563,FT 313,1
7563,FT 307,1
7563,FT 233,1
7564,FT 312,2
7564,FT 232,2
7564,FT 160,1
7564,FT 44,1
7564,FT 94,1
7565,FT 307,1
7565,FT 232,2
7565,FT 313,1
7565,FT 233,1
7565,FT 227,1
7565,FT 312,2
7565,FT 312,1
7565,FT 232,1
7566,FT 219,1
7566,FT 134,1
7567,FT 160,1
7567,FT 44,1
7568,FT 160,1
7569,FT 307,1
7569,FT 227,1
7569,FT 312,1
7569,FT 232,1
7569,FT 312,1
7569,FT 232,3
7569,FT 312,3
7569,FT 312,4
7570,FT 232,4
7571,FT 232,5
7571,FT 312,5
7571,FT 312,2
7572,FT 232,2
7573,FT 312,7
7573,FT 232,7
7573,FT 232,6
7574,FT 312,6
7574,FT 232,6
7574,FT 312,5
7574,FT 312,9
7575,FT 232,8
7575,FT 232,1
7575,FT 312,1
7575,FT 232,1
7576,FT 312,2
7576,FT 160,1
7577,FT 160,1
7577,FT 44,1
7578,FT 95,2
7578,FT 277,3
7579,FT 358,2
7579,FT 134,2
7579,FT 301,2
7580,FT 307,1
7580,FT 312,1
7580,FT 211,3
7580,FT 160,3
7580,FT 357,2
7580,FT 44,3
7581,FT 354,4
7581,FT 353,4
7582,FT 94,2
7582,FT 219,2
7582,FT 278,3
7582,FT 227,1
7582,FT 232,1
7582,FT 312,1
7583,FT 160,1
7583,FT 131,1
7583,FT 130,1
7583,FT 301,12
7584,FT 95,1
7584,FT 221,9
7585,FT 219,10
7585,FT 357,1
7585,FT 94,1
7585,FT 227,1
7586,FT 358,1
7586,FT 44,1
7586,FT 312,3
7586,FT 134,10
7587,FT 354,1
7587,FT 307,2
7588,FT 232,3
7588,FT 353,1
7588,FT 134,6
7588,FT 227,1
7589,FT 307,1
7589,FT 232,4
7590,FT 221,6
7590,FT 219,6
7590,FT 301,6
7590,FT 312,4
7590,FT 278,1
7591,FT 277,1
7591,FT 354,1
7591,FT 160,1
7591,FT 211,1
7592,FT 94,1
7592,FT 353,1
7592,FT 44,1
7593,FT 221,8
7593,FT 301,9
7594,FT 94,1
7594,FT 357,1
7595,FT 134,9
7595,FT 232,3
7595,FT 227,1
7595,FT 312,4
7595,FT 307,2
7595,FT 95,1
7595,FT 358,1
7595,FT 219,9
7595,FT 44,2
7595,FT 94,2
7595,FT 357,1
7595,FT 301,4
7595,FT 307,1
7595,FT 134,4
7595,FT 232,1
7595,FT 358,1
7595,FT 221,4
7596,FT 95,1
7596,FT 219,4
7596,FT 312,2
7596,FT 181,1
7597,FT 232,1
7597,FT 312,1
7598,FT 312,2
7598,FT 310,1
7598,FT 314,2
7598,FT 229,1
7598,FT 232,2
7598,FT 313,1
7598,FT 308,1
7599,FT 230,1
7599,FT 227,1
7600,FT 234,1
7600,FT 228,1
7601,FT 309,1
7601,FT 307,1
7601,FT 160,1
7601,FT 44,1
7602,FT 181,1
7602,FT 94,1
7602,FT 312,2
7602,FT 314,1
7602,FT 308,1
7602,FT 234,1
7602,FT 307,1
7602,FT 232,2
7602,FT 227,1
7602,FT 309,1
7603,FT 232,1
7603,FT 312,1
7604,FT 312,1
7604,FT 312,1
7605,FT 160,1
7605,FT 44,1
7605,FT 227,1
7605,FT 307,1
7605,FT 232,1
7606,FT 94,1
7606,FT 44,1
7607,FT 95,2
7607,FT 232,2
7608,FT 227,1
7608,FT 301,1
7608,FT 67,1
7608,FT 134,1
7608,FT 219,1
7608,FT 312,1
7609,FT 357,1
7609,FT 358,1
7610,FT 95,1
7610,FT 134,1
7611,FT 301,1
7611,FT 219,1
7611,FT 315,4
7611,FT 235,4
7611,FT 307,16
7611,FT 312,5
7612,FT 232,4
7612,FT 227,33
7612,FT 233,4
7612,FT 313,4
7612,FT 219,1
7612,FT 134,1
7613,FT 307,1
7614,FT 219,1
7614,FT 134,1
7615,FT 301,1
7615,FT 312,8
7616,FT 232,7
7616,FT 312,10
7616,FT 219,1
7616,FT 67,1
7617,FT 232,6
7617,FT 134,1
7618,FT 235,4
7618,FT 233,4
7618,FT 134,12
7619,FT 313,5
7619,FT 227,5
7619,FT 232,5
7619,FT 312,6
7620,FT 307,5
7620,FT 219,4
7621,FT 315,4
7621,FT 301,2
7621,FT 211,1
7622,FT 160,2
7622,FT 67,1
7622,FT 301,1
7622,FT 221,1
7623,FT 134,1
7623,FT 219,1
7624,FT 94,1
7625,FT 211,1
7625,FT 309,1
7626,FT 232,3
7626,FT 67,7
7626,FT 312,3
7627,FT 227,1
7627,FT 307,1
7627,FT 189,10
7628,FT 219,1
7628,FT 134,1
7628,FT 135,1
7628,FT 134,1
7628,FT 219,1
7629,FT 134,1
7629,FT 189,1
7629,FT 67,1
7630,FT 219,1
7630,FT 134,1
7631,FT 10,1
7631,FT 365,1
7631,FT 366,147
7632,FT 10,7
7632,FT 10,3
7632,FT 365,1
7633,FT 366,2
7633,FT 365,1
7633,FT 10,5
7633,FT 364,1
7634,FT 365,1
7634,FT 10,1
7634,FT 10,2
7634,FT 135,1
7635,FT 160,2
7635,FT 44,1
7635,FT 219,1
7635,FT 134,1
7635,FT 232,3
7635,FT 312,4
7636,FT 307,2
7636,FT 227,2
7637,FT 211,1
7637,FT 307,1
7638,FT 94,1
7638,FT 227,1
7638,FT 135,1
7639,FT 232,1
7639,FT 312,1
7639,FT 44,1
7639,FT 160,1
7640,FT 221,1
7640,FT 301,1
7640,FT 134,1
7641,FT 312,3
7641,FT 232,3
7642,FT 134,1
7642,FT 219,1
7642,FT 312,1
7642,FT 227,1
7643,FT 232,1
7643,FT 307,1
7643,FT 232,1
7643,FT 312,1
7644,FT 232,1
7644,FT 312,1
7645,FT 313,1
7645,FT 315,1
7645,FT 313,1
7645,FT 315,1
7646,FT 312,1
7646,FT 312,1
7646,FT 232,1
7647,FT 232,2
7647,FT 312,2
7647,FT 312,4
7647,FT 232,4
7647,FT 307,1
7647,FT 232,1
7647,FT 312,2
7648,FT 227,1
7648,FT 160,1
7649,FT 307,1
7649,FT 211,1
7650,FT 94,1
7650,FT 44,1
7651,FT 312,1
7651,FT 219,1
7651,FT 134,1
7651,FT 301,1
7652,FT 221,1
7652,FT 233,2
7652,FT 313,2
7652,FT 315,2
7653,FT 235,2
7654,FT 232,3
7654,FT 312,3
7655,FT 219,1
7655,FT 134,1
7655,FT 312,1
7656,FT 233,1
7656,FT 313,1
7657,FT 312,1
7657,FT 232,1
7657,FT 313,1
7658,FT 312,1
7658,FT 232,1
7658,FT 315,1
7658,FT 313,1
7659,FT 315,1
7659,FT 312,1
7660,FT 233,1
7660,FT 315,1
7660,FT 312,2
7660,FT 313,1
7661,FT 232,1
7661,FT 307,1
7661,FT 227,1
7662,FT 232,1
7662,FT 312,1
7662,FT 232,4
7662,FT 315,3
7662,FT 312,4
7662,FT 233,4
7662,FT 235,3
7663,FT 313,4
7664,FT 312,1
7664,FT 232,1
7664,FT 312,3
7664,FT 307,1
7664,FT 232,2
7665,FT 227,1
7665,FT 134,1
7665,FT 301,1
7666,FT 219,1
7667,FT 221,1
7667,FT 312,3
7668,FT 232,3
7668,FT 211,1
7668,FT 44,2
7668,FT 160,2
7669,FT 94,1
7669,FT 219,1
7669,FT 134,1
7669,FT 227,1
7669,FT 95,1
7669,FT 189,1
7670,FT 232,1
7670,FT 312,1
7671,FT 307,1
7671,FT 67,1
7672,FT 94,1
7672,FT 44,1
7672,FT 44,1
7672,FT 211,1
7673,FT 94,1
7673,FT 160,2
7673,FT 232,2
7673,FT 312,2
7674,FT 232,1
7675,FT 313,1
7676,FT 312,1
7676,FT 315,1
7677,FT 315,1
7677,FT 313,1
7677,FT 312,1
7677,FT 312,1
7678,FT 232,1
7678,FT 232,4
7679,FT 312,4
7679,FT 312,2
7680,FT 307,1
7680,FT 227,1
7680,FT 232,2
7681,FT 227,1
7681,FT 312,1
7681,FT 307,1
7681,FT 232,1
7681,FT 232,1
7681,FT 227,1
7682,FT 307,1
7682,FT 312,1
7682,FT 219,1
7682,FT 134,1
7682,FT 221,1
7683,FT 301,1
7683,FT 134,1
7683,FT 301,1
7683,FT 307,1
7683,FT 134,1
7683,FT 219,1
7683,FT 227,1
7683,FT 312,1
7683,FT 232,1
7683,FT 315,1
7684,FT 313,1
7684,FT 232,1
7685,FT 235,1
7685,FT 312,1
7686,FT 232,1
7686,FT 312,1
7686,FT 313,2
7686,FT 233,1
7687,FT 233,7
7688,FT 313,9
7689,FT 313,2
7689,FT 233,2
7690,FT 313,1
7690,FT 233,1
7691,FT 313,1
7692,FT 94,1
7692,FT 307,1
7693,FT 44,1
7694,FT 232,1
7694,FT 227,1
7694,FT 312,1
7695,FT 312,1
7695,FT 307,1
7695,FT 227,1
7695,FT 232,1
7696,FT 134,1
7696,FT 219,1
7697,FT 221,1
7697,FT 301,1
7697,FT 232,44
7697,FT 312,42
7697,FT 312,1
7697,FT 232,4
7698,FT 312,4
7698,FT 312,34
7698,FT 232,37
7698,FT 232,3
7698,FT 312,3
7698,FT 312,2
7699,FT 232,2
7699,FT 313,1
7700,FT 232,9
7701,FT 312,9
7701,FT 232,7
7702,FT 312,13
7702,FT 232,1
7703,FT 312,2
7703,FT 232,2
7704,FT 312,4
7704,FT 312,10
7705,FT 232,9
7705,FT 232,1
7705,FT 312,3
7706,FT 312,18
7706,FT 232,15
7707,FT 232,8
7707,FT 312,13
7707,FT 219,1
7708,FT 232,8
7708,FT 227,2
7708,FT 134,1
7708,FT 307,2
7708,FT 312,8
7708,FT 301,1
7709,FT 312,5
7709,FT 232,3
7709,FT 232,11
7710,FT 312,16
7710,FT 232,6
7710,FT 312,7
7710,FT 312,9
7711,FT 232,9
7711,FT 232,5
7711,FT 312,5
7711,FT 232,1
7711,FT 312,1
7712,FT 315,1
7713,FT 313,1
7713,FT 235,1
7714,FT 312,2
7714,FT 232,2
7715,FT 232,1
7715,FT 313,1
7715,FT 233,1
7715,FT 312,2
7716,FT 232,3
7716,FT 312,4
7717,FT 232,7
7718,FT 312,5
7718,FT 312,13
7718,FT 232,8
7719,FT 44,1
7719,FT 94,1
7720,FT 312,7
7720,FT 232,3
7720,FT 312,16
7720,FT 232,12
7720,FT 232,8
7720,FT 233,2
7721,FT 312,7
7721,FT 313,2
7721,FT 313,7
7721,FT 312,17
7722,FT 233,5
7722,FT 232,13
7722,FT 232,14
7723,FT 312,20
7723,FT 312,16
7723,FT 232,13
7723,FT 313,1
7723,FT 232,5
7723,FT 312,10
7724,FT 232,5
7724,FT 312,12
7724,FT 312,15
7725,FT 232,15
7725,FT 312,8
7726,FT 232,8
7726,FT 312,6
7726,FT 232,6
7727,FT 312,11
7727,FT 232,12
7728,FT 312,3
7728,FT 232,2
7729,FT 312,3
7729,FT 232,2
7730,FT 307,1
7730,FT 232,7
7731,FT 312,7
7731,FT 232,4
7732,FT 312,5
7732,FT 312,9
7732,FT 232,7
7732,FT 232,5
7732,FT 312,6
7732,FT 312,8
7732,FT 232,6
7732,FT 312,6
7733,FT 232,4
7733,FT 307,1
7733,FT 232,3
7734,FT 312,3
7734,FT 227,1
7735,FT 232,6
7735,FT 312,9
7735,FT 232,5
7735,FT 312,9
7735,FT 232,11
7735,FT 312,10
7735,FT 312,28
7736,FT 232,29
7737,FT 312,16
7737,FT 232,10
7737,FT 312,2
7737,FT 227,2
7738,FT 232,2
7739,FT 307,2
7739,FT 227,1
7740,FT 232,1
7741,FT 307,1
7741,FT 312,1
7741,FT 221,1
7741,FT 219,1
7742,FT 134,1
7742,FT 301,1
7742,FT 312,2
7743,FT 232,2
7743,FT 235,1
7743,FT 315,2
7743,FT 233,1
7744,FT 313,2
7744,FT 227,1
7745,FT 307,1
7745,FT 232,1
7746,FT 94,1
7746,FT 211,1
7747,FT 160,2
7747,FT 312,1
7747,FT 44,1
7747,FT 312,1
7747,FT 232,1
7747,FT 312,1
7747,FT 219,1
7747,FT 307,2
7748,FT 134,1
7748,FT 232,2
7748,FT 301,1
7748,FT 312,2
7749,FT 227,2
7749,FT 313,1
7749,FT 233,1
7749,FT 315,1
7750,FT 312,1
7750,FT 313,1
7750,FT 232,1
7751,FT 315,1
7751,FT 312,1
7752,FT 313,1
7752,FT 315,1
7752,FT 233,1
7752,FT 313,1
7752,FT 315,1
7752,FT 235,1
7753,FT 313,1
7754,FT 232,1
7754,FT 233,1
7754,FT 312,1
7754,FT 313,1
7754,FT 315,1
7754,FT 312,1
7755,FT 232,1
7755,FT 233,1
7755,FT 134,1
7755,FT 219,1
7755,FT 233,4
7755,FT 315,1
7755,FT 313,4
7755,FT 232,2
7756,FT 307,2
7756,FT 312,2
7756,FT 227,2
7756,FT 227,1
7757,FT 232,1
7757,FT 307,1
7757,FT 312,1
7757,FT 301,1
7758,FT 134,1
7758,FT 221,1
7758,FT 232,1
7759,FT 312,1
7759,FT 232,2
7759,FT 312,2
7760,FT 227,2
7760,FT 219,1
7761,FT 134,1
7761,FT 232,5
7762,FT 301,1
7762,FT 307,2
7763,FT 312,5
7763,FT 312,1
7763,FT 313,1
7763,FT 315,1
7764,FT 232,2
7765,FT 312,2
7765,FT 312,1
7766,FT 313,1
7766,FT 315,1
7767,FT 235,1
7767,FT 312,2
7767,FT 315,1
7767,FT 313,1
7767,FT 233,1
7767,FT 232,2
7768,FT 312,2
7769,FT 233,1
7769,FT 313,1
7769,FT 232,2
7769,FT 315,1
7770,FT 134,1
7771,FT 307,1
7771,FT 219,1
7772,FT 312,1
7772,FT 312,1
7773,FT 227,1
7774,FT 307,1
7774,FT 232,1
7774,FT 134,1
7774,FT 221,1
7774,FT 301,1
7774,FT 219,1
7774,FT 232,21
7774,FT 312,21
7775,FT 232,2
7775,FT 312,3
7775,FT 232,2
7775,FT 312,2
7775,FT 160,1
7775,FT 312,3
7776,FT 232,3
7776,FT 232,2
7777,FT 312,2
7777,FT 312,5
7778,FT 232,5
7779,FT 312,4
7779,FT 232,4
7780,FT 312,1
7780,FT 232,2
7780,FT 301,1
7780,FT 219,1
7781,FT 134,1
7781,FT 312,2
7782,FT 232,3
7782,FT 315,1
7783,FT 312,3
7783,FT 313,1
7783,FT 313,1
7783,FT 315,1
7783,FT 312,1
7783,FT 232,3
7784,FT 312,5
7784,FT 312,2
7784,FT 232,1
7785,FT 232,1
7785,FT 312,8
7786,FT 232,9
7786,FT 232,3
7786,FT 312,4
7786,FT 312,2
7786,FT 227,1
7786,FT 232,2
7787,FT 307,1
7787,FT 232,1
7788,FT 312,1
7788,FT 312,1
7789,FT 232,1
7789,FT 134,1
7790,FT 219,1
7790,FT 10,1
7790,FT 10,1
7790,FT 310,2
7790,FT 230,1
7790,FT 228,1
7790,FT 308,1
7790,FT 315,1
7791,FT 232,2
7791,FT 236,1
7792,FT 312,2
7792,FT 316,4
7793,FT 236,6
7793,FT 312,1
7794,FT 235,7
7794,FT 316,14
7795,FT 315,17
7795,FT 234,1
7796,FT 232,1
7796,FT 314,1
7797,FT 316,2
7798,FT 232,2
7798,FT 312,2
7799,FT 315,4
7799,FT 235,1
7799,FT 312,2
7800,FT 316,3
7800,FT 315,3
7800,FT 232,2
7801,FT 235,1
7802,FT 312,1
7802,FT 307,1
7803,FT 232,1
7804,FT 315,6
7804,FT 227,1
7804,FT 236,1
7804,FT 316,6
7805,FT 235,3
7805,FT 312,1
7806,FT 134,1
7806,FT 232,1
7807,FT 219,1
7808,FT 221,1
7808,FT 301,1
7808,FT 315,9
7808,FT 235,1
7809,FT 316,3
7809,FT 312,1
7810,FT 236,1
7810,FT 232,1
7811,FT 232,2
7811,FT 235,2
7812,FT 315,10
7813,FT 236,1
7813,FT 316,6
7813,FT 312,2
7814,FT 315,2
7814,FT 316,3
7815,FT 236,1
7815,FT 312,1
7816,FT 232,1
7816,FT 312,1
7816,FT 232,1
7816,FT 312,5
7816,FT 232,4
7816,FT 232,2
7817,FT 312,2
7817,FT 232,3
7817,FT 312,3
7817,FT 233,28
7818,FT 313,28
7819,FT 313,39
7819,FT 233,36
7820,FT 234,2
7820,FT 308,1
7820,FT 309,3
7820,FT 229,3
7820,FT 314,2
7820,FT 228,1
7820,FT 233,17
7821,FT 313,19
7821,FT 312,1
7822,FT 233,24
7822,FT 232,1
7823,FT 313,26
7823,FT 233,34
7824,FT 307,1
7824,FT 232,1
7824,FT 227,1
7824,FT 313,34
7824,FT 312,1
7824,FT 221,1
7824,FT 219,1
7825,FT 134,1
7825,FT 301,1
7826,FT 313,33
7826,FT 233,31
7826,FT 233,29
7827,FT 313,29
7827,FT 233,22
7828,FT 313,24
7828,FT 233,21
7828,FT 313,21
7828,FT 233,1
7828,FT 313,1
7828,FT 312,18
7828,FT 232,18
7828,FT 313,7
7829,FT 233,7
7829,FT 313,5
7829,FT 312,12
7829,FT 233,5
7829,FT 232,12
7829,FT 313,3
7830,FT 232,18
7830,FT 312,18
7830,FT 233,3
7830,FT 232,18
7831,FT 312,17
7831,FT 233,9
7832,FT 313,9
7832,FT 232,12
7833,FT 233,6
7833,FT 313,6
7834,FT 312,12
7834,FT 312,4
7835,FT 232,4
7835,FT 232,17
7836,FT 233,9
7836,FT 312,17
7837,FT 313,9
7837,FT 233,5
7837,FT 313,5
7837,FT 312,30
7838,FT 232,30
7838,FT 227,1
7838,FT 232,1
7839,FT 232,1
7839,FT 307,1
7839,FT 312,1
7840,FT 227,1
7840,FT 219,1
7840,FT 135,1
7841,FT 220,1
7841,FT 301,1
7841,FT 221,1
7842,FT 134,1
7842,FT 221,1
7843,FT 301,1
7843,FT 301,2
7843,FT 221,1
7844,FT 160,1
7844,FT 211,1
7845,FT 44,1
7845,FT 94,1
7846,FT 301,1
7846,FT 219,1
7847,FT 134,1
7848,FT 301,1
7849,FT 134,1
7849,FT 181,1
7850,FT 219,1
7850,FT 135,1
7850,FT 301,1
7851,FT 189,1
7851,FT 67,1
7852,FT 312,6
7852,FT 232,6
7853,FT 232,7
7853,FT 312,7
7854,FT 312,10
7854,FT 232,10
7854,FT 314,1
7854,FT 232,20
7854,FT 234,1
7855,FT 312,20
7855,FT 232,21
7856,FT 312,22
7856,FT 312,15
7857,FT 232,15
7857,FT 312,13
7857,FT 301,1
7857,FT 219,1
7858,FT 95,1
7858,FT 307,3
7859,FT 232,10
7859,FT 134,1
7859,FT 219,1
7859,FT 301,1
7860,FT 221,1
7861,FT 134,1
7861,FT 312,1
7862,FT 232,1
7862,FT 232,3
7862,FT 312,3
7862,FT 312,2
7862,FT 232,1
7863,FT 232,2
7863,FT 312,2
7864,FT 227,1
7865,FT 312,1
7865,FT 232,1
7865,FT 307,1
7865,FT 313,25
7866,FT 316,2
7866,FT 232,2
7866,FT 233,25
7866,FT 315,4
7867,FT 236,1
7867,FT 312,2
7867,FT 312,3
7867,FT 234,1
7868,FT 314,1
7868,FT 315,32
7868,FT 235,13
7868,FT 232,3
7868,FT 233,38
7868,FT 236,8
7868,FT 313,40
7868,FT 316,14
7868,FT 232,1
7868,FT 315,5
7869,FT 316,1
7869,FT 312,1
7870,FT 235,1
7870,FT 233,17
7870,FT 313,19
7870,FT 233,35
7871,FT 312,3
7871,FT 315,5
7871,FT 316,2
7871,FT 313,35
7872,FT 235,3
7872,FT 232,3
7873,FT 236,1
7873,FT 232,2
7874,FT 315,7
7874,FT 316,4
7874,FT 307,1
7874,FT 312,2
7874,FT 227,1
7874,FT 233,45
7875,FT 313,41
7875,FT 221,1
7875,FT 301,1
7875,FT 134,1
7875,FT 232,1
7876,FT 312,1
7876,FT 316,8
7877,FT 233,38
7878,FT 313,36
7878,FT 312,4
7879,FT 232,5
7880,FT 315,18
7881,FT 235,8
7881,FT 236,2
7881,FT 313,36
7881,FT 233,37
7882,FT 312,1
7882,FT 235,3
7883,FT 316,3
7883,FT 232,1
7884,FT 315,9
7884,FT 316,9
7885,FT 232,1
7886,FT 236,4
7886,FT 233,25
7886,FT 235,6
7886,FT 313,26
7887,FT 312,1
7887,FT 315,14
7888,FT 313,24
7888,FT 233,25
7889,FT 232,4
7889,FT 312,4
7890,FT 235,1
7890,FT 315,5
7890,FT 313,2
7891,FT 233,2
7891,FT 233,8
7891,FT 315,12
7891,FT 235,3
7891,FT 313,7
7891,FT 313,4
7891,FT 235,2
7891,FT 233,5
7891,FT 315,6
7891,FT 233,4
7892,FT 313,4
